1,486.0935432100376,486.0935432100376,10.517919731099548,9,10
2,467.5745119400408,476.83402757503916,8.679919718081273,8,10
3,556.5391651385835,503.40240676288727,7.264081940932319,9,10
4,451.55054701466486,490.43944182583164,7.846371126255091,8,10
5,681.8392070086381,528.719394862393,12.987552520658074,9,10
6,622.3799967866674,544.3294951831055,11.656691782756733,9,10
7,593.7668745153638,551.3919779448566,12.903418526501143,9,10
8,615.0604869228612,559.3505415671071,9.798488001934077,9,10
9,623.4680862160519,566.4747131947677,11.924704044451104,9,10
10,577.9323729791187,567.6204791732027,15.831708513846184,9,10
11,618.9048081042007,572.2826908942026,11.53333969322416,9,10
12,592.2191482077368,573.9440623369971,12.125792014203187,9,10
13,641.174174999325,579.1156094648685,10.043531807304785,9,10
14,630.8693807503485,582.8123074138314,13.32511337334587,9,10
15,692.5087585786699,590.125404158154,11.1123161385616,10,11
16,684.2792467829241,596.0100193222021,13.871183002515592,10,11
17,672.0994354197468,600.48586732794,14.542568324056996,10,11
18,692.2099637087123,605.5816504602051,13.516424659227605,10,11
19,679.574783672938,609.4760258924542,19.668497299131037,10,11
20,679.7247164614945,612.9884604209062,14.172787578777708,10,11
21,742.9074188248946,625.8291542016491,13.423780392264664,10,11
22,687.3338625482385,636.8171217320589,11.46673663953445,10,11
23,678.4091197871683,642.9106194644881,14.118962910820773,10,11
24,701.2708841193004,655.3966363197198,16.428551525774896,10,11
25,674.3622866501013,655.0227903017931,15.176814156634066,10,11
26,677.8338668418108,657.7954838045501,20.938776989907037,10,11
27,633.1325298910048,659.7637665733323,14.615764709460356,10,11
28,661.2348661229768,662.0724855333381,19.769833486573713,10,11
29,678.4230461031979,664.8202335276954,14.487882952826444,10,11
30,732.4016907915775,672.5436994183184,16.29255504794088,11,12
31,753.7522449738449,679.2860712618005,17.49301951904889,11,12
32,789.114251949599,689.1308264488937,11.961589077070183,11,12
33,739.1445253002578,694.0293439639403,19.775284696370857,11,12
34,703.5764766551474,697.6646987591803,13.437849267126222,11,12
1,611.8673661785043,611.8673661785043,20.43036184243316,9,10
2,680.490031301475,646.1786987399896,17.876690476490207,9,10
3,622.2769679893289,638.211455156436,19.829303827035115,9,10
4,621.4241937223723,634.0146397979202,12.35418196419223,9,10
5,636.8815653206316,634.5880249024624,14.76042740474789,9,10
6,619.0165667950441,631.9927818845593,17.104781027718843,9,10
1,624.9703388627726,624.9703388627726,15.815490011747356,9,10
2,662.3059897858941,643.6381643243333,15.457943441882527,9,10
3,590.4813665148363,625.9192317211676,16.153194176306883,9,10
4,625.9139318892077,625.9179067631776,20.336414978476917,9,10
5,659.175177304965,632.5693608715351,14.168732307067112,9,10
6,629.6453469767657,632.0820252224069,16.32527390348655,9,10
1,624.73667483177,624.73667483177,14.228757201217105,9,10
2,624.4228823631208,624.5797785974454,21.109054282134466,9,10
3,644.2586788341978,631.1394120096962,20.849179380700402,9,10
4,627.1932140733791,630.1528625256169,13.26531171157936,9,10
5,646.2510774631144,633.3725055131165,19.14072765603988,9,10
